ID,gCF,gCF_N,gDF1,gDF1_N,gDF2,gDF2_N,gDFP,gDFP_N,gN,sCF,sCF_N,sDF1,sDF1_N,sDF2,sDF2_N,sN,posterior_prob,branchlength,chrom,Node_17,Node_18,Node_19,Pop_Nodes
16,34.94,87,3.21,8,2.81,7,59.04,147,249,74.36,159.72,14.45,29.32,11.18,24.41,213.45,100,0.000600072,mi2,FALSE,FALSE,FALSE,FALSE
17,6.43,16,12.85,32,1.61,4,79.12,197,249,42.57,190.21,34.59,152.52,22.84,98.76,441.49,100,0.000412468,mi2,TRUE,FALSE,FALSE,FALSE
18,11.24,28,1.61,4,4.02,10,83.13,207,249,53.24,321.46,14.64,86.05,32.12,200.99,608.5,100,0.000505645,mi2,FALSE,TRUE,FALSE,FALSE
19,14.46,36,3.61,9,9.24,23,72.69,181,249,43.82,151.63,12.11,43.24,44.07,163.45,358.32,100,0.000366787,mi2,FALSE,FALSE,TRUE,FALSE
20,33.33,83,4.82,12,5.22,13,56.63,141,249,70.92,198.41,11.06,31.29,18.02,49.65,279.35,100,0.000898608,mi2,FALSE,FALSE,FALSE,FALSE
21,11.65,29,12.85,32,11.65,29,63.86,159,249,50.18,140.95,25.2,66.03,24.62,66.34,273.32,100,0.000246005,mi2,FALSE,FALSE,FALSE,FALSE
22,38.15,95,2.01,5,2.81,7,57.03,142,249,75.4,304.98,11.92,44.43,12.68,45.77,395.18,100,0.000572614,mi2,FALSE,FALSE,FALSE,FALSE
23,24.9,62,0.4,1,0.4,1,74.3,185,249,66.47,455.58,16.77,121.55,16.76,122.67,699.8,100,0.000663615,mi2,FALSE,FALSE,FALSE,FALSE
24,21.69,54,6.02,15,2.01,5,70.28,175,249,58.34,275.15,27.29,122.62,14.37,75.02,472.79,100,0.000406988,mi2,FALSE,FALSE,FALSE,FALSE
25,12.05,30,11.24,28,22.89,57,53.82,134,249,41.58,74.45,33.96,66.96,24.46,45.23,186.64,100,0.000129382,mi2,FALSE,FALSE,FALSE,TRUE
26,26.1,65,13.65,34,7.63,19,52.61,131,249,35.9,38.53,46.23,52.07,17.86,20.33,110.93,100,0.000155562,mi2,FALSE,FALSE,FALSE,TRUE
27,36.95,92,2.01,5,2.01,5,59.04,147,249,72.01,277.22,15.33,59.72,12.66,48.93,385.87,100,0.000530155,mi2,FALSE,FALSE,FALSE,FALSE
28,21.29,53,18.07,45,20.48,51,40.16,100,249,18.98,39.61,56.71,117.48,24.32,48.11,205.2,100,0.000108208,mi2,FALSE,FALSE,FALSE,TRUE
29,51.41,128,4.42,11,9.24,23,34.94,87,249,72.72,242.95,13.72,46.62,13.56,46.09,335.66,100,0.000432515,mi2,FALSE,FALSE,FALSE,FALSE
1,82.77,370,0.67,3,0.22,1,16.33,73,447,87.1,3751.59,7.44,324.16,5.46,243.59,4319.34,100,0.00344279,mi3,FALSE,FALSE,FALSE,FALSE
2,27.29,122,4.25,19,0.22,1,68.23,305,447,69.32,1660.34,19.75,504.13,10.93,282.55,2447.02,100,0.00131878,mi3,FALSE,FALSE,FALSE,FALSE
3,10.29,46,5.82,26,12.75,57,71.14,318,447,37.05,360.69,24.33,247.87,38.62,375.22,983.78,100,0.000463431,mi3,FALSE,FALSE,FALSE,FALSE
4,46.98,210,16.55,74,0.45,2,36.02,161,447,78.52,589.34,14.35,107.2,7.13,50.15,746.69,100,0.00107274,mi3,FALSE,FALSE,FALSE,FALSE
5,29.75,133,4.47,20,11.19,50,54.59,244,447,65.54,221.17,13.54,46.23,20.92,72.14,339.54,100,0.00038724,mi3,FALSE,FALSE,FALSE,FALSE
6,66,295,0.89,4,0.45,2,32.66,146,447,85.82,1814.87,8.33,158.75,5.85,112.71,2086.33,100,0.00121226,mi3,FALSE,FALSE,FALSE,FALSE
7,38.48,172,22.37,100,19.24,86,19.91,89,447,49.6,392.1,30.03,234.51,20.37,158.6,785.21,100,0.000230884,mi3,FALSE,FALSE,FALSE,FALSE
8,63.98,286,6.26,28,8.05,36,21.7,97,447,77.39,718.98,8.88,80.82,13.72,129.34,929.14,100,0.000731489,mi3,FALSE,FALSE,FALSE,FALSE
9,20.13,90,3.36,15,3.13,14,73.38,328,447,56.5,1559.49,25.42,657.94,18.09,490.97,2708.4,100,0.000988461,mi3,FALSE,FALSE,FALSE,FALSE
10,41.16,184,0,0,0.67,3,58.17,260,447,80.84,2017.41,7.99,202.48,11.17,274.22,2494.11,100,0.00175039,mi3,FALSE,FALSE,FALSE,FALSE
11,12.53,56,5.82,26,14.54,65,67.11,300,447,44.72,430.18,24.22,224.27,31.06,295.95,950.4,100,0.000368829,mi3,FALSE,FALSE,FALSE,FALSE
12,11.19,50,10.96,49,11.63,52,66.22,296,447,28.02,178.21,36.2,233.17,35.78,231.54,642.92,100,0.000150247,mi3,FALSE,FALSE,FALSE,TRUE
13,37.81,169,7.83,35,6.94,31,47.43,212,447,58.73,420.71,21.42,151.54,19.85,144.92,717.17,100,0.000387815,mi3,FALSE,FALSE,FALSE,FALSE
14,73.15,327,2.24,10,1.34,6,23.27,104,447,91.37,1133.5,4.1,49.06,4.53,55.74,1238.3,100,0.000980468,mi3,FALSE,FALSE,FALSE,FALSE
15,31.54,141,0.45,2,2.01,9,66,295,447,61.93,869.26,16.77,242.17,21.3,309.13,1420.56,100,0.00111888,mi3,FALSE,FALSE,FALSE,FALSE
16,26.62,119,2.68,12,3.8,17,66.89,299,447,63.74,292.46,16.82,76.86,19.44,87.75,457.07,100,0.000600072,mi3,FALSE,FALSE,FALSE,FALSE
17,10.96,49,6.04,27,2.24,10,80.76,361,447,42.84,384.99,31.13,278.27,26.03,231.93,895.19,100,0.000412468,mi3,TRUE,FALSE,FALSE,FALSE
18,11.86,53,0.22,1,1.12,5,86.8,388,447,51.98,649.41,16.92,203.5,31.1,392.97,1245.88,100,0.000505645,mi3,FALSE,TRUE,FALSE,FALSE
19,14.54,65,1.12,5,10.07,45,74.27,332,447,47.55,381.72,15.6,140.89,36.86,327.39,850,100,0.000366787,mi3,FALSE,FALSE,TRUE,FALSE
20,45.41,203,3.58,16,4.7,21,46.31,207,447,75.98,438.8,13.74,81.63,10.28,60.84,581.27,100,0.000898608,mi3,FALSE,FALSE,FALSE,FALSE
21,23.27,104,11.63,52,10.74,48,54.36,243,447,55.33,341.99,26.47,156.11,18.2,105.64,603.74,100,0.000246005,mi3,FALSE,FALSE,FALSE,FALSE
22,39.15,175,4.7,21,3.13,14,53.02,237,447,81.31,637.27,9.75,73.03,8.94,65.39,775.69,100,0.000572614,mi3,FALSE,FALSE,FALSE,FALSE
23,18.34,82,1.12,5,0.67,3,79.87,357,447,65.38,835.52,15.15,193.61,19.47,255.07,1284.2,100,0.000663615,mi3,FALSE,FALSE,FALSE,FALSE
24,22.15,99,4.7,21,4.25,19,68.9,308,447,50.13,398.46,26.74,211.92,23.13,186.01,796.39,100,0.000406988,mi3,FALSE,FALSE,FALSE,FALSE
25,12.98,58,9.62,43,12.75,57,64.65,289,447,51.52,199.6,18.93,72.37,29.55,111.57,383.54,100,0.000129382,mi3,FALSE,FALSE,FALSE,TRUE
26,19.46,87,12.98,58,12.75,57,54.81,245,447,39.58,82.31,26.34,55.51,34.08,72.02,209.84,100,0.000155562,mi3,FALSE,FALSE,FALSE,TRUE
27,29.31,131,0.89,4,4.03,18,65.77,294,447,73.92,494.33,11.96,82,14.12,96.38,672.71,100,0.000530155,mi3,FALSE,FALSE,FALSE,FALSE
28,20.58,92,13.42,60,18.34,82,47.65,213,447,41.27,192.84,30.72,144.86,28.01,129.1,466.8,100,0.000108208,mi3,FALSE,FALSE,FALSE,TRUE
29,39.37,176,12.98,58,11.63,52,36.02,161,447,62,399.63,17.63,114.98,20.37,132.44,647.05,100,0.000432515,mi3,FALSE,FALSE,FALSE,FALSE
1,83.99,299,1.4,5,0.28,1,14.33,51,356,87.71,3116.48,7.47,261.98,4.82,173.11,3551.57,100,0.00344279,mi4,FALSE,FALSE,FALSE,FALSE
2,30.9,110,4.49,16,0.56,2,64.04,228,356,66.96,1193.68,20.03,376.51,13.01,240.89,1811.08,100,0.00131878,mi4,FALSE,FALSE,FALSE,FALSE
3,13.76,49,4.49,16,14.61,52,67.13,239,356,35.04,267.21,20.72,168.23,44.24,338.22,773.66,100,0.000463431,mi4,FALSE,FALSE,FALSE,FALSE
4,52.81,188,7.3,26,0.56,2,39.33,140,356,73.61,416.34,21.08,110.59,5.31,29.53,556.46,100,0.00107274,mi4,FALSE,FALSE,FALSE,FALSE
5,23.88,85,12.08,43,12.36,44,51.69,184,356,53.92,179.05,23.65,76.72,22.43,71.65,327.42,100,0.00038724,mi4,FALSE,FALSE,FALSE,FALSE
6,61.52,219,0.84,3,0.56,2,37.08,132,356,84.43,1200.52,9.62,121,5.96,77.16,1398.68,100,0.00121226,mi4,FALSE,FALSE,FALSE,FALSE
7,33.99,121,19.66,70,23.31,83,23.03,82,356,45.58,211.57,27.81,127.5,26.6,122.94,462.01,100,0.000230884,mi4,FALSE,FALSE,FALSE,FALSE
8,62.92,224,6.74,24,10.11,36,20.22,72,356,76.52,505.04,10.13,67.15,13.35,88.07,660.26,100,0.000731489,mi4,FALSE,FALSE,FALSE,FALSE
9,15.17,54,6.74,24,3.09,11,75,267,356,48.92,1026.64,26.53,540.14,24.56,503.83,2070.61,100,0.000988461,mi4,FALSE,FALSE,FALSE,FALSE
10,41.57,148,0.28,1,0.28,1,57.87,206,356,80.27,1560.02,9.76,192.17,9.97,190.27,1942.46,100,0.00175039,mi4,FALSE,FALSE,FALSE,FALSE
11,16.01,57,6.46,23,16.57,59,60.96,217,356,52.96,410.23,18.52,139.1,28.51,218.82,768.15,100,0.000368829,mi4,FALSE,FALSE,FALSE,FALSE
12,12.36,44,13.2,47,16.85,60,57.58,205,356,30.66,140.5,37.85,175.84,31.5,147.14,463.48,100,0.000150247,mi4,FALSE,FALSE,FALSE,TRUE
13,45.79,163,6.18,22,5.34,19,42.7,152,356,70.01,377.55,16.75,92.08,13.24,70.9,540.53,100,0.000387815,mi4,FALSE,FALSE,FALSE,FALSE
14,70.22,250,2.25,8,3.65,13,23.88,85,356,84.71,834.03,7.74,75.29,7.55,74.78,984.1,100,0.000980468,mi4,FALSE,FALSE,FALSE,FALSE
15,17.98,64,0.56,2,1.97,7,79.49,283,356,56.14,609.48,19.77,223.06,24.09,265.29,1097.83,100,0.00111888,mi4,FALSE,FALSE,FALSE,FALSE
16,33.99,121,4.49,16,1.69,6,59.83,213,356,63.73,279.71,20.64,90.72,15.63,69,439.43,100,0.000600072,mi4,FALSE,FALSE,FALSE,FALSE
17,5.9,21,4.49,16,0.84,3,88.76,316,356,42.74,327.85,30.45,237.02,26.81,205.59,770.46,100,0.000412468,mi4,TRUE,FALSE,FALSE,FALSE
18,10.39,37,1.12,4,3.09,11,85.39,304,356,51.68,486.01,15.95,149.55,32.37,307.3,942.86,100,0.000505645,mi4,FALSE,TRUE,FALSE,FALSE
19,11.24,40,1.69,6,9.27,33,77.81,277,356,40.67,238.93,14,84.45,45.33,289.13,612.51,100,0.000366787,mi4,FALSE,FALSE,TRUE,FALSE
20,46.35,165,3.37,12,3.93,14,46.35,165,356,77.8,362.5,12.18,57.45,10.03,47.79,467.74,100,0.000898608,mi4,FALSE,FALSE,FALSE,FALSE
21,18.82,67,6.74,24,11.8,42,62.64,223,356,61.14,234.66,13.68,47.14,25.18,87.44,369.24,100,0.000246005,mi4,FALSE,FALSE,FALSE,FALSE
22,36.8,131,3.09,11,2.81,10,57.3,204,356,75.57,464.94,9.47,53.32,14.96,82.19,600.45,100,0.000572614,mi4,FALSE,FALSE,FALSE,FALSE
23,16.85,60,0.56,2,1.4,5,81.18,289,356,60.06,642.88,17.11,187.35,22.84,252.44,1082.67,100,0.000663615,mi4,FALSE,FALSE,FALSE,FALSE
24,12.08,43,4.78,17,2.81,10,80.34,286,356,51.96,377.89,27.88,203.46,20.16,148.76,730.11,100,0.000406988,mi4,FALSE,FALSE,FALSE,FALSE
25,12.08,43,10.96,39,9.55,34,67.42,240,356,37.05,135.64,29.22,106.46,33.74,123.4,365.5,100,0.000129382,mi4,FALSE,FALSE,FALSE,TRUE
